,Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,Class
2825,0,4,9,4.0,5,4.0,4,11,7,1,1,0,0,0,0,0,0,0,0,70,19,44,44,22,2,2,0.62857145,0.028571429,0.10526316,0.27142859,2.3157895,0.045454547000000005,0,-1,7,-1,0.47368422,-1,3,3,0,0,0,-1,53,13,31,3,2,-1,8,5,8,8,-1,0,0,5,0,4,-1,0.042857143,0.15789473699999998,0.0,0.0,0.0,-1.0,12,3,3,4,3,-1,0.7106280559999999,0.891527445,0.792407902,0.814724883,0.813830101,-1.0,malware
2830,0,4,5,6.5,12,4.8,4,5,6,2,0,2,1,0,0,0,0,0,0,64,29,28,28,8,3,2,0.4375,0.03125,0.06896552,0.453125,0.9655172,0.071428575,0,-1,4,-1,0.3448276,-1,8,2,2,4,0,-1,45,23,11,4,3,-1,8,7,5,5,-1,0,0,4,1,1,-1,0.125,0.068965517,0.125,0.333333333,0.0,-1.0,8,3,2,1,0,-1,0.783610459,0.8473200329999999,0.788909766,1.0,1.0,-1.0,spam
2833,3,3,14,2.6666667,4,3.4,3,12,4,0,0,0,0,0,0,0,0,0,0,69,10,52,52,2,2,7,0.7536232,0.10144927,0.7,0.14492753,5.2,0.13461539,0,-1,2,-1,0.5,3,7,0,5,2,0,0,43,8,27,0,4,2,11,4,8,8,3,1,1,9,0,2,2,0.101449275,0.0,0.159090909,0.0,,0.0,14,2,7,4,0,3,0.775449928,0.879588002,0.731880298,0.916666667,0.0,0.898226518,spam
2835,32,2,24,6.0,9,4.3333335,2,24,20,1,0,1,0,1,0,0,0,0,0,171,13,151,151,2,2,135,0.88304096,0.7894737,10.384615,0.07602339,11.615385,0.89403975,0,-1,3,-1,0.7692308000000001,6,26,0,0,10,16,25,100,12,10,19,55,6,99,9,10,10,6,0,19,2,0,2,37,0.152046784,0.0,0.0,0.173333333,0.18705036,0.192592593,43,1,-1,40,39,38,0.621709334,0.859582436,,0.613430196,0.612901925,0.60692043,malware
2836,20,3,12,3.6666667,7,2.6666667,3,16,8,1,1,0,0,0,0,0,0,0,0,94,13,74,74,2,2,63,0.78723407,0.67021275,4.8461537,0.13829787,5.6923075,0.8513514000000001,0,-1,3,-1,0.53846157,7,9,1,-1,0,8,8,64,10,-1,5,45,11,67,2,8,8,7,0,6,2,0,3,11,0.095744681,0.076923077,0.0,0.109589041,0.119402985,0.126984127,17,2,-1,13,12,11,0.735204683,0.8336995970000001,,0.7588444120000001,0.759556969,0.76400578,spam
2840,20,5,11,3.4,8,3.0,5,22,10,0,0,0,0,0,0,0,0,0,0,119,21,91,91,2,2,78,0.7647059,0.6554621999999999,3.7142856,0.1764706,4.3333335,0.85714287,0,-1,4,-1,0.42857143,5,16,0,0,0,16,16,81,17,3,6,51,4,79,8,11,9,4,0,6,4,0,0,11,0.134453782,0.0,0.0,0.202531646,,0.205128205,19,4,2,12,0,11,0.690229933,0.818352885,0.7964904909999999,0.717915593,0.0,0.713463737,spam
2841,5,4,7,3.75,6,5.0,4,12,7,0,0,0,0,0,0,0,0,0,0,74,18,49,49,2,2,19,0.6621621999999999,0.25675675,1.0555556,0.24324325,2.7222223,0.3877551,0,-1,4,-1,0.3888889,5,5,0,0,0,5,5,56,15,18,5,14,0,22,6,13,12,0,0,1,4,0,1,1,0.067567568,0.0,0.0,0.17857142899999998,0.227272727,0.263157895,11,3,2,4,3,2,0.750647139,0.88335938,0.8318516979999999,0.869918257,0.918456791,0.900880458,spam
2844,10,3,9,3.6666667,7,4.25,3,11,6,1,1,0,0,0,0,0,0,0,0,74,13,54,54,2,2,33,0.7297296999999999,0.44594595,2.5384614,0.17567568,4.1538463,0.6111111,0,-1,3,-1,0.53846157,4,7,1,-1,0,6,6,52,10,-1,14,24,4,37,2,8,8,4,0,3,2,0,3,5,0.094594595,0.076923077,0.0,0.113207547,0.162162162,0.181818182,11,2,-1,7,6,5,0.737391928,0.8336995970000001,,0.777163224,0.811856265,0.8302065809999999,spam
2847,9,3,13,4.6666665,8,4.2,3,18,12,0,0,0,0,0,0,0,0,0,0,110,16,87,87,2,2,61,0.7909090999999999,0.55454546,3.8125,0.14545454,5.4375,0.7011494,0,-1,3,-1,0.5625,3,6,0,0,0,6,6,80,14,9,8,45,3,66,8,9,9,3,0,5,3,0,3,11,0.054545455,0.0,0.0,0.078947368,0.090909091,0.098360656,18,2,1,13,12,11,0.738301842,0.75,0.8948855179999999,0.7705856170000001,0.7720510009999999,0.77809224,malware
2848,7,3,8,4.0,6,4.6,3,12,5,0,0,0,0,0,0,0,0,0,0,67,14,46,46,2,2,18,0.6865671999999999,0.26865673,1.2857143,0.20895523,3.2857144,0.39130434,0,-1,3,-1,0.71428573,5,6,6,0,0,0,0,48,6,9,11,18,7,22,3,11,11,5,0,2,4,0,1,3,0.089552239,0.428571429,0.0,0.0,0.0,0.0,11,2,2,5,4,3,0.773256313,0.7840687820000001,0.75,0.840959815,0.890376495,0.88335938,malware
2850,18,3,11,2.6666667,4,5.25,3,27,14,1,0,1,0,1,0,0,0,0,0,105,10,88,88,2,2,63,0.83809525,0.6,6.3,0.0952381,8.8,0.71590906,0,-1,3,-1,0.5,6,4,0,0,0,4,4,81,8,13,5,51,14,67,4,13,13,6,0,6,3,0,1,11,0.038095238,0.0,0.0,0.054794521,0.059701493,0.063492063,18,2,1,13,12,11,0.689185565,0.879588002,0.850607753,0.7118270959999999,0.7044663729999999,0.699235756,spam
2852,845,3,6,4.3333335,9,2.5,3,101,84,122,0,122,0,122,15,0,15,0,15,884,15,862,862,2,2,848,0.9751131,0.959276,56.533333,0.016968327,57.466667,0.9837587,0,-1,3,-1,0.6666667,845,145,0,0,0,145,145,729,13,3,3,706,700,853,9,4,4,0,0,1,3,0,1,1,0.164027149,0.0,0.0,0.16919486600000005,0.169988277,0.170990566,8,2,1,3,2,1,0.577204184,0.863489053,0.827729377,0.575456473,0.574586095,0.573666857,spam
2855,0,5,7,2.6,5,3.857143,5,8,6,0,0,0,0,0,0,0,0,0,0,57,17,33,33,6,3,2,0.57894737,0.03508772,0.11764706,0.29824559999999994,1.9411764,0.060606062,0,-1,5,-1,0.3529412,-1,5,0,5,0,0,-1,39,13,13,6,3,-1,9,5,7,7,-1,0,0,5,0,2,-1,0.087719298,0.0,-1.0,-1.0,-1.0,-1.0,10,4,-1,-1,-1,-1,0.740915752,0.78765934,-1.0,-1.0,-1.0,-1.0,spam
2856,6,2,11,11.0,19,3.7142856,2,8,5,0,0,0,0,0,0,0,0,0,0,73,23,43,43,18,1,10,0.5890411,0.13698629999999998,0.4347826,0.31506848,1.8695652,0.23255815,0,-1,4,-1,0.8695652,6,4,0,1,2,1,4,55,22,29,0,0,0,11,19,8,8,0,0,1,5,0,4,1,0.054794521,0.0,0.0,0.2,0.307692308,0.4,11,1,3,5,4,3,0.745786892,0.819737212,0.84621584,0.820568799,0.859582436,0.7966576240000001,malware
2860,46,3,10,6.0,14,3.6666667,3,18,12,9,0,9,0,8,6,0,6,0,6,114,20,87,87,2,2,59,0.7631579000000001,0.51754385,2.95,0.1754386,4.35,0.6781609000000001,0,-1,3,-1,0.75,32,25,0,1,0,24,24,73,18,11,7,33,22,63,14,11,11,11,0,3,4,0,2,5,0.219298246,0.0,0.0625,0.338028169,0.380952381,0.406779661,13,2,2,7,6,5,0.7285711309999999,0.76555993,0.831954883,0.760888764,0.777865885,0.772689939,spam
2862,26,2,10,6.5,10,2.6666667,2,19,11,0,0,0,0,0,0,0,0,0,0,89,14,68,68,2,2,57,0.76404494,0.64044946,4.071429,0.15730338,4.857143,0.8382353000000001,0,-1,2,-1,0.78571427,11,5,0,-1,0,5,5,67,13,-1,5,45,20,61,10,8,8,11,0,5,2,0,2,9,0.056179775,0.0,0.0,0.074626866,0.081967213,0.087719298,14,1,-1,11,10,9,0.706367242,0.835752348,,0.739873285,0.746920094,0.738918234,malware
2863,0,2,14,2.5,3,4.428571,2,18,12,0,0,0,0,0,0,0,0,0,0,89,6,76,76,2,2,2,0.85393256,0.02247191,0.33333334,0.06741573,12.666667,0.02631579,0,-1,1,-1,0.6666667,-1,9,1,6,2,0,-1,62,4,0,0,54,-1,63,2,12,12,-1,0,0,5,0,9,-1,0.101123596,0.166666667,0.666666667,0.0,,-1.0,6,1,3,0,0,-1,0.7101110759999999,1.0,0.674566563,0.6613551120000001,0.0,-1.0,malware
2864,27,4,14,5.75,12,3.6666667,4,17,20,4,0,4,0,3,0,0,0,0,0,144,26,111,111,2,2,83,0.7708333,0.5763889,3.1923077,0.18055555,4.269231,0.7477477,0,-1,5,-1,0.5,21,31,0,4,0,27,3,92,23,46,5,14,22,43,12,11,11,21,0,3,6,0,2,5,0.215277778,0.0,0.064516129,0.551020408,0.627906977,0.069767442,19,3,11,3,2,7,0.71548589,0.791265232,0.766662354,0.760925231,0.718104783,0.8119640909999999,spam
2865,7,3,8,4.0,6,4.6,3,12,5,0,0,0,0,0,0,0,0,0,0,67,14,46,46,2,2,18,0.6865671999999999,0.26865673,1.2857143,0.20895523,3.2857144,0.39130434,0,-1,3,-1,0.71428573,5,6,6,0,0,0,0,48,6,9,11,18,7,22,3,11,11,5,0,2,4,0,1,3,0.089552239,0.428571429,0.0,0.0,0.0,0.0,11,2,2,5,4,3,0.7683353909999999,0.74654742,0.75,0.840959815,0.890376495,0.88335938,malware
2867,11,2,8,4.5,6,3.5,2,12,9,0,0,0,0,0,0,0,0,0,0,65,10,48,48,2,2,30,0.73846155,0.46153846,3.0,0.15384616,4.8,0.625,0,-1,1,-1,0.7,6,5,0,0,0,5,5,47,9,1,6,27,6,38,6,7,7,6,1,3,4,0,0,5,0.076923077,0.0,0.0,0.131578947,,0.166666667,11,1,2,6,0,5,0.773910819,0.939794001,0.856863624,0.766678195,0.0,0.78082072,malware
2872,801,3,6,4.3333335,9,2.5,3,95,85,115,0,115,0,115,15,0,15,0,15,840,15,818,818,2,2,804,0.97380954,0.95714283,53.6,0.017857144,54.533333,0.98288506,0,-1,3,-1,0.6666667,801,130,0,0,0,130,130,700,13,3,3,677,671,809,9,4,4,0,0,1,3,0,1,1,0.154761905,0.0,0.0,0.159901599,0.160692213,0.161691542,8,2,1,3,2,1,0.581859427,0.863489053,0.827729377,0.580327273,0.5795209379999999,0.57850097,spam
2873,13,3,11,3.6666667,7,4.4,3,13,7,1,1,0,0,0,0,0,0,0,0,83,13,63,63,2,2,36,0.7590361,0.43373495,2.7692308,0.15662651,4.8461537,0.5714286,0,-1,3,-1,0.53846157,6,9,1,-1,0,8,8,57,10,-1,19,24,4,40,2,8,8,4,0,3,2,0,5,5,0.108433735,0.076923077,0.0,0.129032258,0.2,0.222222222,11,2,-1,7,6,5,0.732267656,0.8336995970000001,,0.7568843740000001,0.81440103,0.830699376,spam
2874,0,2,12,2.5,3,5.0,2,21,9,0,0,0,0,0,0,0,0,0,0,85,6,72,72,2,2,2,0.84705883,0.023529412000000003,0.33333334,0.07058824,12.0,0.027777778,0,-1,1,-1,0.6666667,-1,9,1,6,2,0,-1,60,4,0,0,52,-1,59,2,13,13,-1,0,0,5,0,7,-1,0.105882353,0.166666667,0.666666667,0.0,,-1.0,6,1,3,0,0,-1,0.715319525,1.0,0.657019018,0.679199691,0.0,-1.0,malware
2875,30,4,16,5.75,12,3.6666667,4,25,28,5,0,5,0,4,0,0,0,0,0,169,26,136,136,2,2,108,0.80473375,0.6390531999999999,4.1538463,0.15384616,5.230769,0.7941176,0,-1,5,-1,0.5,24,32,0,4,1,27,4,112,23,46,7,32,24,65,12,11,11,2,0,3,6,0,2,5,0.189349112,0.0,0.064516129,0.378378378,0.415384615,0.086956522,23,3,11,7,6,7,0.6821983540000001,0.791265232,0.772080056,0.7427705379999999,0.7396062290000001,0.799201917,spam
2878,0,3,8,2.6666667,4,5.25,3,14,9,0,0,0,0,0,0,0,0,0,0,66,10,49,49,29,4,2,0.74242425,0.030303031,0.2,0.15151516,4.9,0.040816326,0,-1,4,-1,0.5,-1,0,0,0,0,0,-1,54,8,19,19,4,-1,20,4,13,13,-1,0,0,5,0,3,-1,0.0,0.0,0.0,0.0,0.0,-1.0,9,2,3,2,1,-1,0.70442584,0.879588002,0.726978107,0.769477704,0.7836331320000001,-1.0,spam
2888,10,3,9,3.6666667,7,3.5,3,10,4,1,1,0,0,0,0,0,0,0,0,71,13,51,51,2,2,33,0.7183099000000001,0.46478873,2.5384614,0.18309858,3.9230769,0.64705884,0,-1,3,-1,0.53846157,4,7,1,-1,0,6,6,49,10,-1,11,24,4,37,2,8,8,4,0,3,2,0,3,5,0.098591549,0.076923077,0.0,0.12,0.162162162,0.181818182,11,2,-1,7,6,5,0.744583467,0.8336995970000001,,0.792237121,0.8365249709999999,0.858770467,spam
2889,7,3,8,4.0,6,4.6,3,12,5,0,0,0,0,0,0,0,0,0,0,67,14,46,46,2,2,18,0.6865671999999999,0.26865673,1.2857143,0.20895523,3.2857144,0.39130434,0,-1,3,-1,0.71428573,5,6,6,0,0,0,0,48,6,9,11,18,7,22,3,11,11,5,0,2,4,0,1,3,0.089552239,0.428571429,0.0,0.0,0.0,0.0,11,2,2,5,4,3,0.7683353909999999,0.74654742,0.75,0.840959815,0.890376495,0.88335938,malware
2891,40,3,9,4.0,6,2.6666667,3,14,10,8,0,8,0,8,5,0,5,0,5,92,14,71,71,2,2,49,0.7717391,0.5326086999999999,3.5,0.1521739,5.071429,0.69014084,0,-1,3,-1,0.5,32,20,0,0,0,20,20,58,12,10,3,29,20,53,6,8,8,8,0,2,5,0,1,3,0.217391304,0.0,0.0,0.350877193,0.377358491,0.408163265,12,2,3,5,4,3,0.7494403709999999,0.835752348,0.7231882609999999,0.793580732,0.7986709959999999,0.785114687,malware
2892,62,3,7,8.0,14,3.0,3,14,8,8,1,7,0,7,0,0,0,0,0,106,26,72,72,2,2,64,0.6792453,0.6037736,2.4615386000000004,0.24528302,2.7692308,0.8888889000000001,0,-1,2,-1,0.42307693,62,8,1,-1,-1,-1,7,85,22,-1,-1,-1,51,71,9,7,6,0,0,1,2,1,3,1,0.075471698,0.038461538,0.0,0.098591549,,0.109375,7,2,-1,3,0,2,0.780702923,0.846537373,,0.850482315,0.0,0.8599624020000001,malware
2896,0,4,8,3.0,4,5.25,4,5,3,3,1,2,0,0,0,0,0,0,0,71,15,49,49,19,3,2,0.69014084,0.028169014,0.13333334,0.2112676,3.2666667,0.040816326,0,-1,4,-1,0.46666667,-1,25,4,2,19,0,-1,33,8,18,0,3,-1,24,3,8,8,-1,0,0,3,0,3,-1,0.352112676,0.266666667,0.076923077,0.826086957,0.0,-1.0,7,3,1,1,0,-1,0.810757842,0.918863226,0.885444433,0.769323761,1.0,-1.0,malware
2898,0,4,6,3.5,5,4.1666665,4,7,9,1,1,0,0,0,0,0,0,0,0,54,17,30,30,2,4,2,0.5555555999999999,0.037037037,0.11764706,0.31481479999999995,1.7647058999999998,0.06666667,0,-1,4,-1,0.47058824,-1,2,2,0,0,0,-1,41,12,19,2,4,-1,8,5,8,8,-1,0,0,5,0,1,-1,0.037037037,0.117647059,0.0,0.0,0.0,-1.0,9,3,3,1,0,-1,0.70062303,0.83436043,0.6744167990000001,1.0,1.0,-1.0,spam
2900,1,2,9,5.0,7,3.0,2,7,5,0,0,0,0,0,0,0,0,0,0,66,11,48,48,2,2,35,0.72727275,0.530303,3.1818182,0.16666667,4.3636365,0.7291667,0,-1,2,-1,0.72727275,1,2,0,0,1,1,1,47,10,9,0,24,0,33,7,7,6,0,0,1,4,0,1,5,0.03030303,0.0,0.0,0.055555556,0.03030303,0.05714285700000001,11,1,2,7,5,6,0.735897919,0.947442759,0.842980982,0.7877157309999999,0.76265417,0.7799203690000001,malware
2901,0,2,7,7.0,11,5.142857,2,15,9,0,0,0,0,0,0,0,0,0,0,64,15,42,42,25,4,2,0.65625,0.03125,0.13333334,0.234375,2.8,0.04761905,0,-1,2,-1,0.8,-1,0,0,0,0,0,-1,54,14,10,22,4,-1,25,11,10,10,-1,0,0,3,0,4,-1,0.0,0.0,0.0,0.0,0.0,-1.0,5,1,1,1,0,-1,0.695588925,0.863489053,0.860528527,0.794407056,1.0,-1.0,malware
2902,0,2,8,6.0,10,4.75,2,9,7,0,0,0,0,0,0,0,0,0,0,65,13,45,45,11,3,2,0.6923077,0.03076923,0.15384616,0.2,3.4615386,0.044444446,0,-1,2,-1,0.84615386,-1,0,0,0,0,0,-1,54,12,24,11,3,-1,11,10,11,7,-1,0,0,6,0,2,-1,0.0,0.0,0.0,0.0,0.0,-1.0,8,1,4,1,0,-1,0.661871765,0.818007335,0.7342552290000001,0.850607753,0.579380164,-1.0,malware
2905,32,3,12,6.666666499999999,16,4.4444447,3,18,16,11,0,11,0,8,4,0,4,0,4,124,22,95,95,2,2,46,0.766129,0.37096775,2.090909,0.17741935,4.318182,0.48421052,0,-1,5,-1,0.77272725,32,24,0,3,0,21,20,84,20,30,3,27,12,51,16,10,5,0,0,1,6,0,4,1,0.193548387,0.0,0.037037037,0.338235294,0.381818182,0.456521739,13,2,5,4,3,1,0.738578159,0.801138793,0.784941436,0.8170091359999999,0.851813987,0.822423127,spam
2907,265,3,6,4.3333335,9,2.5,3,23,37,34,0,34,0,34,0,0,0,0,0,304,15,282,282,2,2,268,0.92763156,0.8815789,17.866667,0.049342107,18.8,0.95035464,0,-1,3,-1,0.6666667,265,42,0,0,0,42,42,252,13,3,3,229,223,273,9,4,4,0,0,1,3,0,1,1,0.138157895,0.0,0.0,0.151624549,0.153846154,0.156716418,8,2,1,3,2,1,0.6806448359999999,0.863489053,0.827729377,0.681659967,0.680832207,0.6774572440000001,spam
2912,41,3,15,4.3333335,9,3.6,3,18,16,6,0,6,0,6,4,0,4,0,4,129,15,107,107,2,2,84,0.82945734,0.6511628,5.6,0.11627907,7.133333,0.78504676,0,-1,3,-1,0.6666667,32,31,0,0,0,31,29,77,13,4,11,45,11,88,9,8,8,0,0,3,3,0,4,5,0.240310078,0.0,0.0,0.30693069300000003,0.352272727,0.426470588,16,2,1,11,10,5,0.704482189,0.89761679,0.871049064,0.714632753,0.720735483,0.749126452,spam
2913,0,3,4,4.0,7,10.0,3,6,3,8,1,7,7,0,1,0,1,1,0,64,14,43,43,32,3,2,0.671875,0.03125,0.14285715,0.21875,3.0714285,0.046511628,0,-1,3,-1,0.64285713,-1,13,1,0,12,0,-1,43,11,5,20,3,-1,32,7,5,5,-1,0,0,3,0,1,-1,0.203125,0.071428571,0.0,0.333333333,0.0,-1.0,6,2,1,1,0,-1,0.791564844,0.8499145509999999,0.898226518,0.841445287,1.0,-1.0,malware
2914,7,2,12,7.0,11,2.2,2,12,11,1,1,0,0,0,0,0,0,0,0,86,15,64,64,2,2,48,0.74418604,0.55813956,3.2,0.1744186,4.266667,0.75,0,-1,2,-1,0.8,2,10,3,0,0,7,7,56,11,4,4,33,0,52,3,8,7,0,1,6,4,0,1,11,0.11627907,0.2,0.0,0.122807018,0.134615385,0.145833333,18,1,2,13,12,11,0.7202312959999999,0.931744527,0.7580392709999999,0.716057735,0.701428251,0.687596358,malware
2915,0,3,10,4.0,6,5.2,3,12,6,3,1,2,1,0,0,0,0,0,0,82,14,61,61,40,3,2,0.74390244,0.024390243,0.14285715,0.17073171,4.357143,0.032786883,0,-1,3,-1,0.5714286,-1,5,1,1,3,0,-1,61,11,12,31,3,-1,40,6,8,8,-1,1,0,6,0,5,-1,0.06097561,0.071428571,0.05882352900000001,0.06818181799999999,0.0,-1.0,8,2,3,1,0,-1,0.713932145,0.8874359140000001,0.798523083,0.694614203,1.0,-1.0,malware
2919,0,3,7,2.6666667,4,3.2857144,3,4,4,1,0,1,1,0,0,0,0,0,0,46,10,29,29,17,5,2,0.6304348000000001,0.04347826,0.2,0.2173913,2.9,0.06896552,0,-1,3,-1,0.5,-1,1,0,0,1,0,-1,34,8,4,13,5,-1,17,4,5,4,-1,0,0,3,0,4,-1,0.02173913,0.0,0.0,0.043478261,0.0,-1.0,6,2,1,1,0,-1,0.8011313,0.879588002,0.742098129,0.870150663,1.0,-1.0,spam
2922,0,3,7,3.6666667,5,6.428571,3,5,3,0,0,0,0,0,0,0,0,0,0,71,13,51,51,17,3,2,0.7183099000000001,0.028169014,0.15384616,0.18309858,3.9230769,0.039215688,0,-1,3,-1,0.46153846,-1,27,0,10,17,0,-1,33,11,15,0,3,-1,17,5,11,11,-1,0,0,5,0,2,-1,0.38028169,0.0,0.333333333,0.80952381,0.0,-1.0,8,2,3,1,0,-1,0.774252884,0.818007335,0.864136635,0.787403251,1.0,-1.0,malware
2927,6,2,12,7.0,11,2.2,2,12,11,1,1,0,0,0,0,0,0,0,0,85,15,63,63,2,2,47,0.7411765,0.5529411999999999,3.1333334,0.1764706,4.2,0.74603176,0,-1,2,-1,0.8,1,9,3,0,0,6,6,56,11,4,4,33,0,51,3,8,7,0,1,6,4,0,1,11,0.105882353,0.2,0.0,0.107142857,0.117647059,0.127659574,18,1,2,13,12,11,0.716194696,0.931744527,0.7580392709999999,0.7181875959999999,0.70359324,0.689757307,malware
2932,0,2,7,6.5,10,5.714286,2,15,11,0,0,0,0,0,0,0,0,0,0,67,14,46,46,2,2,2,0.6865671999999999,0.029850746,0.14285715,0.20895523,3.2857144,0.04347826,0,-1,1,-1,0.78571427,-1,0,0,0,0,0,-1,57,13,20,5,15,-1,17,10,12,12,-1,0,0,5,0,2,-1,0.0,0.0,0.0,0.0,,-1.0,6,1,3,0,0,-1,0.701299867,0.924957276,0.765621732,0.8273055,0.0,-1.0,malware
2934,0,3,6,8.0,11,5.0,3,10,6,1,0,1,1,0,0,0,0,0,0,68,26,35,35,12,3,2,0.5147059,0.029411765,0.07692308,0.38235295,1.3461538999999998,0.05714285700000001,0,-1,3,-1,0.46153846,-1,1,0,0,1,0,-1,57,24,15,11,3,-1,13,11,7,7,-1,0,0,4,0,2,-1,0.014705882,0.0,0.0,0.0625,0.0,-1.0,7,2,2,1,0,-1,0.679162192,0.8239953940000001,0.7830548890000001,0.8125,0.579380164,-1.0,malware
2935,0,3,3,15.666667000000002,36,3.0,3,2,0,0,0,0,0,0,0,0,0,0,0,67,49,11,11,6,3,2,0.16417910000000002,0.029850746,0.040816326,0.73134327,0.2244898,0.18181819,0,-1,3,-1,0.26530612,-1,0,0,-1,0,0,-1,56,43,-1,6,3,-1,6,12,6,-1,-1,0,0,2,4,1,-1,0.0,0.0,0.0,0.0,0.0,-1.0,5,2,-1,1,0,-1,0.694361813,0.728588172,,0.7966576240000001,0.579380164,-1.0,malware
2941,2,3,8,2.6666667,4,11.666667,3,17,12,6,0,6,0,0,3,0,3,0,0,105,10,88,88,2,2,12,0.83809525,0.114285715,1.2,0.0952381,8.8,0.13636364,0,-1,3,-1,0.5,2,22,0,0,0,22,2,70,8,17,7,34,0,60,4,14,14,0,0,1,4,0,1,1,0.20952381,0.0,0.0,0.323529412,0.3666666670000001,0.166666667,11,2,2,5,4,1,0.739929752,0.879588002,0.829302025,0.780421771,0.792942167,1.0,spam
2942,52,3,12,6.666666499999999,16,3.75,3,19,16,10,0,10,0,8,3,0,3,0,3,134,22,105,105,2,2,86,0.7835821,0.64179105,3.909091000000001,0.16417910000000002,4.7727275,0.81904763,0,-1,4,-1,0.77272725,32,29,0,1,1,27,25,87,20,11,11,41,26,74,16,12,12,16,0,3,3,0,5,5,0.21641791,0.0,0.1,0.294736842,0.311111111,0.325581395,13,2,1,8,7,6,0.748876388,0.801138793,0.879588002,0.781612179,0.783825185,0.7800652379999999,spam
2946,35,3,12,2.6666667,4,3.5,3,27,12,0,0,0,0,0,0,0,0,0,0,108,10,91,91,2,2,73,0.8425925999999999,0.6759259,7.3,0.09259259,9.1,0.8021978,0,-1,3,-1,0.5,7,5,2,0,0,3,3,81,6,4,7,60,32,77,2,7,7,7,1,7,3,0,1,13,0.046296296,0.2,0.0,0.035294118,0.038961039,0.04109589,20,2,1,15,14,13,0.7000443340000001,0.879588002,0.871049064,0.7007119959999999,0.708913793,0.7087426440000001,spam
2947,10,2,8,4.5,6,3.5,2,12,9,0,0,0,0,0,0,0,0,0,0,64,10,47,47,2,2,29,0.734375,0.453125,2.9,0.15625,4.7,0.61702126,0,-1,1,-1,0.7,6,4,0,0,0,4,4,47,9,1,6,27,6,37,6,7,7,6,1,3,4,0,0,5,0.0625,0.0,0.0,0.108108108,,0.137931034,11,1,2,6,0,5,0.7747304859999999,0.939794001,0.856863624,0.768978588,0.0,0.7851763820000001,malware
2948,35,5,11,2.4,3,4.6666665,5,20,16,10,0,10,0,9,5,0,5,0,5,117,16,94,94,2,2,60,0.8034188,0.51282054,3.75,0.13675214,5.875,0.63829786,0,-1,5,-1,0.25,32,25,0,0,0,25,23,74,12,21,4,33,12,64,3,10,8,0,0,2,5,0,3,3,0.213675214,0.0,0.0,0.362318841,0.390625,0.4166666670000001,14,4,3,5,4,3,0.75577376,0.769454883,0.773768511,0.816011748,0.815640658,0.805893399,spam
2953,0,3,6,4.3333335,7,9.166667,3,9,11,7,1,6,0,0,3,0,3,0,0,82,15,60,60,2,2,2,0.73170733,0.024390243,0.13333334,0.18292683,4.0,0.033333335,0,-1,3,-1,0.53333336,-1,26,4,0,0,22,-1,45,9,7,2,23,-1,47,3,14,4,-1,0,0,4,0,1,-1,0.31707317100000004,0.266666667,0.0,0.44,0.468085106,-1.0,9,2,2,3,2,-1,0.7570235759999999,0.850607753,0.713727247,0.785149768,0.7830845040000001,-1.0,malware
2957,0,5,5,2.6,5,3.8,5,4,4,0,0,0,0,0,0,0,0,0,0,47,17,23,23,5,4,2,0.4893617,0.04255319,0.11764706,0.3617021,1.3529412,0.08695652,0,-1,5,-1,0.3529412,-1,5,0,0,5,0,-1,31,13,10,0,4,-1,7,5,7,7,-1,0,0,4,0,1,-1,0.106382979,0.0,0.0,0.5,0.0,-1.0,9,4,2,1,0,-1,0.752058344,0.78765934,0.818007335,1.0,1.0,-1.0,spam
2958,17,3,7,4.0,6,1.0,3,8,5,1,0,1,0,1,0,0,0,0,0,67,14,46,46,2,2,41,0.6865671999999999,0.6119403,2.9285715,0.20895523,3.2857144,0.8913044,0,-1,2,-1,0.71428573,8,7,6,-1,0,1,1,46,6,-1,2,34,16,42,3,8,8,8,0,3,3,0,0,5,0.104477612,0.428571429,0.0,0.023809524,,0.024390244,10,2,1,6,0,5,0.800654594,0.798230986,0.75,0.84654143,0.0,0.84177845,malware
